id,Gender,Age,Class,Flight Distance,Food and drink,On-board service,Checkin service,Cleanliness,satisfaction
652,Female,23,Eco,229,2,4,3,2,neutral or dissatisfied
89324,Female,53,Business,1541,2,4,3,4,satisfied
122486,Male,19,Eco,808,2,2,4,2,neutral or dissatisfied
11060,Female,31,Eco,224,5,2,2,5,neutral or dissatisfied
59572,Female,53,Business,3250,2,5,4,5,satisfied
29766,Female,55,Business,3537,2,3,1,1,neutral or dissatisfied
21749,Female,51,Eco,563,1,2,3,2,neutral or dissatisfied
102324,Female,36,Business,258,4,4,3,2,neutral or dissatisfied
114178,Male,41,Business,2669,3,5,3,5,satisfied
10306,Female,56,Business,2956,4,5,5,4,satisfied
47756,Male,36,Business,817,2,4,2,2,satisfied
79350,Female,11,Eco,1020,1,3,2,1,neutral or dissatisfied
568,Male,40,Business,312,5,5,3,4,satisfied
8136,Female,39,Business,125,4,4,3,4,satisfied
37355,Male,27,Business,1005,5,3,3,5,satisfied
120608,Female,25,Eco,453,3,1,1,3,neutral or dissatisfied
24130,Male,16,Eco,584,1,4,4,1,neutral or dissatisfied
69185,Male,50,Eco,187,3,2,4,3,satisfied
9590,Male,44,Eco,288,1,4,5,1,neutral or dissatisfied
39210,Female,36,Business,67,1,4,4,1,neutral or dissatisfied
10028,Female,42,Business,2996,2,4,4,5,satisfied
89559,Female,28,Business,2955,5,5,4,5,satisfied
54013,Male,26,Business,1091,4,5,2,4,neutral or dissatisfied
18782,Male,22,Eco,448,3,5,1,3,satisfied
90853,Female,22,Business,515,1,3,3,1,neutral or dissatisfied
30405,Male,41,Eco,862,4,3,4,4,neutral or dissatisfied
14550,Female,12,Eco,368,4,3,3,4,neutral or dissatisfied
126567,Male,23,Business,1558,3,1,1,3,neutral or dissatisfied
82004,Female,43,Eco,1135,4,5,4,5,satisfied
105124,Male,60,Business,2761,5,3,3,4,satisfied
47035,Female,34,Business,351,1,4,2,2,satisfied
15601,Female,54,Eco,229,2,5,1,1,neutral or dissatisfied
54834,Male,37,Business,2844,4,4,4,5,satisfied
68227,Male,36,Eco,432,1,2,4,1,neutral or dissatisfied
10807,Male,59,Eco,224,2,2,4,2,neutral or dissatisfied
124292,Female,57,Eco,601,4,2,2,3,neutral or dissatisfied
84191,Male,48,Business,2332,4,5,4,4,satisfied
20379,Female,57,Eco,287,5,2,1,4,neutral or dissatisfied
32720,Female,52,Eco,163,3,3,1,4,neutral or dissatisfied
44016,Female,70,Eco,334,4,2,4,1,satisfied
23759,Male,9,Eco,1083,2,1,1,2,neutral or dissatisfied
123746,Male,14,Eco,96,1,2,1,1,satisfied
107715,Male,72,Eco,251,1,4,1,1,neutral or dissatisfied
109944,Male,60,Eco,1011,3,2,2,3,neutral or dissatisfied
126813,Female,27,Business,2296,2,4,2,2,neutral or dissatisfied
3613,Male,60,Business,3904,3,2,3,5,satisfied
36496,Male,35,Eco,1249,5,1,1,5,satisfied
24115,Female,35,Business,3416,3,1,3,1,neutral or dissatisfied
10475,Male,46,Business,312,3,4,3,3,satisfied
22600,Male,17,Business,1794,2,3,4,2,neutral or dissatisfied
63611,Female,59,Business,1440,2,3,2,2,neutral or dissatisfied
86788,Male,28,Business,692,4,5,3,4,satisfied
77464,Male,66,Business,507,3,4,5,3,neutral or dissatisfied
13795,Female,62,Eco,450,3,4,3,3,neutral or dissatisfied
73555,Male,58,Business,2116,3,4,3,4,satisfied
74137,Female,14,Eco,641,1,2,4,1,neutral or dissatisfied
100448,Female,14,Eco,1180,1,4,3,1,neutral or dissatisfied
75147,Female,58,Business,1744,4,5,3,4,satisfied
114254,Male,25,Eco,567,4,5,4,4,satisfied
1968,Female,17,Eco,383,1,5,3,1,satisfied
50220,Female,70,Eco,86,4,1,1,1,neutral or dissatisfied
5604,Female,52,Business,3746,4,4,4,5,satisfied
71125,Male,22,Business,1739,4,3,4,4,satisfied
37678,Male,64,Eco,1028,2,4,4,2,
66575,Male,25,Business,624,5,4,3,5,neutral or dissatisfied
88055,Male,50,Business,3166,4,5,3,5,satisfied
88451,Female,27,Business,1550,1,3,4,1,neutral or dissatisfied
14131,Male,46,Business,1639,2,2,4,1,satisfied
117696,Male,26,Eco,1814,4,3,5,4,neutral or dissatisfied
25453,Male,36,Eco,669,1,4,5,1,neutral or dissatisfied
85949,Male,40,Business,447,2,4,5,3,satisfied
50339,Female,52,Business,266,1,5,5,5,satisfied
113222,Female,64,Business,3347,3,2,2,1,neutral or dissatisfied
9778,Female,68,Eco,383,4,2,5,5,neutral or dissatisfied
119097,Female,27,Business,3207,1,4,1,1,neutral or dissatisfied
116879,Female,50,Business,2534,2,4,3,3,satisfied
69249,Female,53,Business,1512,3,4,3,4,satisfied
96337,Female,24,Business,1609,2,5,5,2,satisfied
126,Male,66,Eco,562,5,3,5,5,neutral or dissatisfied
125258,Female,80,Eco Plus,427,3,1,2,2,neutral or dissatisfied
124054,Male,44,Business,2153,4,5,3,5,satisfied
34962,Male,37,Eco Plus,395,4,3,4,4,neutral or dissatisfied
119272,Male,47,Business,214,2,4,5,4,satisfied
86170,Male,60,Business,2503,4,4,3,3,satisfied
111026,Male,63,Eco,268,3,1,1,3,neutral or dissatisfied
100673,Male,43,Business,1962,3,3,4,3,neutral or dissatisfied
116754,Male,48,Eco Plus,337,3,3,3,3,neutral or dissatisfied
74702,Female,60,Eco,1313,2,2,5,5,neutral or dissatisfied
57898,Male,21,Eco,305,4,4,1,4,neutral or dissatisfied
101046,Female,20,Business,368,4,3,3,4,satisfied
23232,Male,54,Eco,116,3,3,1,3,neutral or dissatisfied
29327,Male,55,Eco,859,3,4,3,3,neutral or dissatisfied
22139,Male,35,Eco,566,3,3,4,3,neutral or dissatisfied
85626,Male,21,Eco,259,1,3,3,1,neutral or dissatisfied
7124,Female,56,Eco Plus,273,3,4,2,2,neutral or dissatisfied
98508,Female,49,Eco,668,3,3,3,2,neutral or dissatisfied
98880,Female,25,Eco,991,2,3,2,2,neutral or dissatisfied
119974,Male,51,Eco,868,1,4,3,1,neutral or dissatisfied
1281,Female,16,Eco,164,5,4,5,5,neutral or dissatisfied
74749,Male,63,Eco,1171,4,4,4,4,neutral or dissatisfied
24220,Female,53,Business,302,4,4,3,4,satisfied
25784,Male,26,Business,762,5,4,2,5,satisfied
76384,Female,21,Eco,931,3,4,2,3,neutral or dissatisfied
122851,Female,55,Business,2844,4,4,4,5,satisfied
129788,Female,34,Eco,337,4,4,5,4,neutral or dissatisfied
66012,Female,47,Business,2759,4,5,4,3,satisfied
28030,Female,31,Eco Plus,763,1,1,1,1,neutral or dissatisfied
82550,Female,25,Business,528,3,5,3,3,satisfied
69958,Male,43,Eco,2174,5,5,4,5,neutral or dissatisfied
107340,Female,39,Business,3346,4,4,5,4,satisfied
21566,Male,38,Eco Plus,433,4,2,2,4,neutral or dissatisfied
81568,Male,31,Eco,936,2,4,3,2,neutral or dissatisfied
55383,Female,59,Eco,594,4,4,2,2,neutral or dissatisfied
128623,Male,28,Business,679,5,4,4,5,neutral or dissatisfied
107723,Female,35,Business,1531,5,4,3,1,satisfied
41349,Female,47,Business,956,5,3,3,3,satisfied
13568,Female,27,Eco,106,2,4,4,2,neutral or dissatisfied
57329,Female,26,Business,236,3,5,5,3,neutral or dissatisfied
32086,Male,48,Business,216,1,5,5,2,satisfied
10938,Male,48,Eco,312,3,1,2,3,neutral or dissatisfied
84347,Female,41,Business,2208,2,4,4,5,satisfied
101224,Female,54,Business,1235,4,5,5,5,satisfied
8493,Female,59,Eco Plus,677,4,1,5,5,neutral or dissatisfied
71963,Male,19,Business,1440,2,3,4,2,neutral or dissatisfied
82180,Female,41,Eco Plus,237,2,4,4,5,neutral or dissatisfied
17615,Female,57,Business,622,4,1,3,4,neutral or dissatisfied
94487,Female,26,Business,239,3,3,4,3,satisfied
90434,Male,57,Business,646,5,5,5,3,satisfied
72808,Female,59,Eco,1045,3,4,4,4,neutral or dissatisfied
94112,Female,38,Business,239,2,4,5,1,neutral or dissatisfied
65364,Male,20,Eco,432,3,1,1,3,neutral or dissatisfied
66158,Female,27,Business,550,3,4,5,3,satisfied
62412,Male,7,,2611,5,4,1,5,neutral or dissatisfied
34164,Male,26,Business,1189,3,4,1,3,neutral or dissatisfied
122821,Male,39,Eco,599,2,2,1,2,neutral or dissatisfied
25859,Male,61,Eco,692,5,4,2,5,neutral or dissatisfied
94011,Female,49,Business,3724,5,4,5,4,satisfied
125116,Male,20,Eco,361,1,2,4,1,neutral or dissatisfied
68999,Male,12,Eco Plus,2422,3,1,4,4,neutral or dissatisfied
97408,Male,43,Business,570,4,5,5,5,satisfied
54412,Male,67,Business,3034,5,3,2,1,satisfied
26103,Male,64,Eco,591,1,4,4,1,neutral or dissatisfied
35724,Female,49,Eco Plus,2465,1,2,3,2,satisfied
81576,Female,17,Business,3084,3,5,5,3,satisfied
4844,Female,52,Business,408,4,3,3,3,satisfied
125518,Female,54,Business,2565,3,3,5,3,satisfied
54772,Female,52,Eco Plus,454,5,3,2,4,neutral or dissatisfied
24759,Male,22,Eco,528,2,4,3,2,neutral or dissatisfied
71766,Female,25,Business,1744,2,3,3,2,neutral or dissatisfied
109500,Male,40,Business,861,1,3,5,1,neutral or dissatisfied
38650,Female,55,Business,2704,5,2,2,1,neutral or dissatisfied
18877,Male,53,Business,448,3,3,3,3,neutral or dissatisfied
2047,Female,42,Business,3770,3,4,4,4,satisfied
106565,Male,43,Business,1024,4,5,3,4,satisfied
55778,Female,9,Eco,646,3,5,1,3,satisfied
117429,Female,47,Business,1460,2,5,5,4,satisfied
27007,Male,66,Business,3852,3,2,4,3,satisfied
58439,Female,47,Eco,723,3,3,1,4,neutral or dissatisfied
110352,Female,57,Business,883,5,4,5,3,satisfied
123500,Female,80,Eco,577,4,2,4,3,neutral or dissatisfied
46283,Male,39,Eco Plus,594,3,4,3,3,satisfied
51062,Female,66,Eco,109,3,3,3,5,neutral or dissatisfied
14543,Male,41,Eco,362,4,2,4,4,satisfied
40462,Female,25,Eco,222,3,2,2,3,neutral or dissatisfied
31935,Male,48,Business,101,4,3,3,4,satisfied
24886,Male,45,Eco,397,1,4,1,1,neutral or dissatisfied
31480,Female,32,Business,2001,5,2,4,5,satisfied
8362,Female,52,Business,722,3,4,3,5,satisfied
93054,Female,38,Business,297,2,5,3,2,neutral or dissatisfied
38941,Male,59,Eco,320,1,1,3,1,neutral or dissatisfied
32367,Male,49,Business,3943,3,3,5,4,satisfied
91857,Male,20,Eco,1797,5,1,1,5,neutral or dissatisfied
78786,Male,49,Business,432,4,2,4,3,satisfied
84323,Female,41,Business,591,4,2,4,4,satisfied
31452,Male,17,Business,862,1,3,4,1,neutral or dissatisfied
13506,Female,39,Eco,106,2,4,1,2,satisfied
87240,Female,49,Business,1954,5,5,3,4,satisfied
107405,Male,25,Business,523,4,4,3,4,neutral or dissatisfied
17171,Female,16,Eco,667,1,1,2,1,neutral or dissatisfied
110960,Female,35,Business,2780,3,2,4,3,neutral or dissatisfied
61891,Female,50,Business,2521,3,5,3,3,satisfied
42577,Female,37,Eco,315,5,3,3,5,satisfied
105154,Male,23,Business,2323,4,5,3,4,satisfied
32743,Male,36,Business,101,3,4,2,1,satisfied
93461,Male,15,Eco,723,4,4,1,4,neutral or dissatisfied
94054,Male,57,Business,3166,3,4,4,3,satisfied
119402,Male,48,Business,399,5,4,1,3,neutral or dissatisfied
91812,Male,63,Eco,626,1,4,5,1,neutral or dissatisfied
122010,Female,50,Business,130,3,5,3,3,satisfied
3491,Female,58,Business,2282,3,4,4,4,neutral or dissatisfied
10077,Female,58,Business,1961,3,5,5,3,satisfied
76831,Female,31,Business,1851,1,2,3,1,neutral or dissatisfied
96496,Female,65,Eco,302,4,1,2,4,neutral or dissatisfied
52879,Female,72,Business,2271,1,4,2,1,satisfied
14597,Male,54,Eco,986,1,3,5,1,neutral or dissatisfied
89490,Female,50,Eco,1931,3,3,3,5,neutral or dissatisfied
51310,Male,26,Eco Plus,308,4,1,2,4,neutral or dissatisfied
70402,Male,76,Business,2584,4,1,4,2,neutral or dissatisfied
97547,Female,8,Eco,675,4,4,3,3,neutral or dissatisfied
49086,Male,46,Business,266,3,5,4,5,satisfied
28707,Female,37,Business,2554,4,3,3,3,neutral or dissatisfied
100327,Male,64,Business,2216,3,1,2,2,neutral or dissatisfied
11519,,51,Eco Plus,429,1,2,1,1,neutral or dissatisfied
34167,Female,49,Business,1189,2,4,3,3,neutral or dissatisfied
38247,Male,46,Business,1998,3,4,5,2,satisfied
29869,Male,41,Business,539,5,4,2,2,satisfied
38142,Female,20,Eco,1197,1,5,3,1,neutral or dissatisfied
111956,Male,60,Business,2431,3,4,3,3,satisfied
90135,Female,19,Business,2716,5,4,3,5,satisfied
21555,Female,43,Eco Plus,306,4,4,5,3,satisfied
105793,Male,65,Eco,925,2,3,4,2,neutral or dissatisfied
6167,Female,23,Eco,409,4,1,5,4,neutral or dissatisfied
66434,Male,29,Business,3772,5,3,3,5,satisfied
101065,Male,26,Eco,368,4,2,3,4,neutral or dissatisfied
6431,Female,63,Eco,315,4,3,3,3,neutral or dissatisfied
6589,Male,58,Eco,618,2,4,3,2,neutral or dissatisfied
78151,Male,40,Business,259,5,3,5,3,satisfied
108781,Female,66,Business,1629,1,2,1,4,neutral or dissatisfied
107511,Male,16,Eco,838,1,3,4,1,neutral or dissatisfied
3286,Male,56,Eco,479,2,4,3,2,neutral or dissatisfied
29102,Male,48,Eco,679,3,3,5,3,neutral or dissatisfied
105658,Male,51,Business,919,5,4,4,3,satisfied
19723,Female,34,Eco,409,4,5,5,4,neutral or dissatisfied
95641,Female,18,Eco Plus,484,2,2,5,5,neutral or dissatisfied
75002,Male,39,Business,236,4,4,5,5,satisfied
113651,Female,56,Eco,397,5,2,4,3,neutral or dissatisfied
3874,Male,37,Business,213,3,3,5,3,satisfied
58721,Male,48,Business,2807,3,2,2,4,neutral or dissatisfied
117657,Female,57,Business,1449,3,4,5,4,satisfied
58237,Male,57,Eco,925,5,2,3,5,neutral or dissatisfied
95688,Male,43,Business,419,4,4,3,5,satisfied
39547,Male,32,Business,3277,4,4,3,4,satisfied
121296,Female,46,Business,2326,4,3,5,3,satisfied
74943,Female,22,Eco,1477,5,4,4,5,neutral or dissatisfied
86707,Male,46,Business,1747,4,4,3,5,satisfied
11219,Female,68,Eco,247,2,1,3,5,neutral or dissatisfied
93412,Male,23,Eco,672,2,2,1,2,neutral or dissatisfied
36763,Male,23,Eco,925,3,2,2,2,neutral or dissatisfied
111744,Male,17,Business,2768,3,4,5,3,satisfied
34010,Female,33,Eco,1096,4,4,5,4,neutral or dissatisfied
34427,Male,25,Eco Plus,612,2,3,3,2,neutral or dissatisfied
79072,Female,43,Business,1971,4,2,4,1,neutral or dissatisfied
123954,Male,11,Eco Plus,541,4,4,3,4,neutral or dissatisfied
61330,Male,41,Eco Plus,967,4,5,4,4,neutral or dissatisfied
45844,Male,41,Eco,391,1,3,4,1,neutral or dissatisfied
85936,Male,16,Eco,447,4,1,2,4,neutral or dissatisfied
9326,Male,16,Eco,419,5,4,4,5,neutral or dissatisfied
57518,Female,38,Business,413,4,3,3,4,satisfied
62820,Female,48,Eco,2504,3,5,5,4,neutral or dissatisfied
70411,Male,27,Eco,1562,3,5,5,3,neutral or dissatisfied
106904,Female,57,Business,1852,4,5,5,3,satisfied
83806,Male,26,Business,425,5,5,4,5,neutral or dissatisfied
29505,Female,55,Eco,1107,3,1,3,5,neutral or dissatisfied
43032,Male,57,Business,3410,5,4,5,1,satisfied
53186,Female,49,Business,3951,5,4,2,2,satisfied
2257,Female,60,Business,630,5,5,4,5,satisfied
106434,Male,46,Business,2665,3,4,3,4,satisfied
23466,Female,23,Eco,488,4,5,3,4,satisfied
87393,Male,50,Eco,425,1,2,2,1,neutral or dissatisfied
42042,Male,17,Eco,106,1,2,2,1,neutral or dissatisfied
55075,Male,39,Eco,1379,4,2,2,4,neutral or dissatisfied
88193,Female,22,Eco,646,3,1,2,3,neutral or dissatisfied
89950,Male,19,Eco,1501,1,4,5,1,neutral or dissatisfied
97890,Female,42,Business,612,2,4,5,5,satisfied
5738,Male,48,Eco Plus,234,5,3,5,5,neutral or dissatisfied
84972,Female,25,Eco Plus,547,1,3,5,1,satisfied
3743,Female,28,Eco,431,1,5,4,1,neutral or dissatisfied
76258,Male,49,Eco Plus,1399,3,1,2,3,neutral or dissatisfied
10027,Female,37,Business,2323,5,5,3,3,satisfied
59421,Male,56,Business,2367,5,4,3,3,satisfied
18032,Male,34,Business,488,1,4,1,5,satisfied
82461,Female,40,Eco,509,4,4,3,4,neutral or dissatisfied
62643,Male,42,Eco,1744,1,3,3,1,neutral or dissatisfied
589,Male,50,Business,,3,5,4,5,satisfied
95589,Female,34,Business,822,5,5,5,5,satisfied
51343,Female,55,Eco Plus,109,4,4,2,5,satisfied
77281,Female,60,Business,1931,3,2,4,3,satisfied
50634,Female,9,Eco,250,2,3,5,2,neutral or dissatisfied
76262,Female,31,Eco Plus,1175,4,4,5,4,neutral or dissatisfied
108997,Female,27,Business,1105,3,3,4,3,neutral or dissatisfied
104633,Male,14,Eco,861,3,3,5,3,neutral or dissatisfied
127702,Male,53,Eco,2133,5,3,3,5,neutral or dissatisfied
60239,Male,40,Eco,1546,5,1,1,5,neutral or dissatisfied
68154,Female,46,Business,603,2,5,3,3,satisfied
87689,Male,49,Eco,606,4,4,4,4,neutral or dissatisfied
125807,Female,20,Eco,920,5,3,3,5,neutral or dissatisfied
124713,Male,36,Eco,399,2,3,1,2,neutral or dissatisfied
9408,Female,44,Business,1136,3,5,3,3,satisfied
22095,Female,13,Business,3491,3,1,1,3,neutral or dissatisfied
40574,Female,61,Eco,391,3,2,1,3,neutral or dissatisfied
76426,Female,62,Eco,405,5,2,2,2,neutral or dissatisfied
30476,Male,26,Eco,428,5,3,2,5,neutral or dissatisfied
121865,Female,27,Eco,337,5,4,1,5,neutral or dissatisfied
56879,Male,44,Business,2454,5,4,5,5,satisfied
127934,Male,41,Eco,2300,2,3,3,2,neutral or dissatisfied
56800,Female,42,Business,1605,1,4,3,1,neutral or dissatisfied
53776,Female,43,Business,3258,1,3,1,1,neutral or dissatisfied
89269,Male,34,Business,453,2,5,4,2,neutral or dissatisfied
21696,Male,69,Eco,746,1,4,1,1,neutral or dissatisfied
104232,Female,18,Eco Plus,680,4,2,4,4,neutral or dissatisfied
56513,Female,27,Business,1023,1,3,5,1,neutral or dissatisfied
38117,Female,48,Business,2748,1,1,2,4,neutral or dissatisfied
48214,Female,60,Eco,391,5,1,2,1,satisfied
108560,Female,21,Eco,735,1,2,1,1,neutral or dissatisfied
91216,Female,33,Eco,406,5,3,3,5,satisfied
10331,Female,21,Business,201,4,3,3,4,satisfied
28613,Male,27,Business,2384,4,1,4,4,satisfied
20206,Female,49,Business,179,2,2,3,3,neutral or dissatisfied
119773,Female,59,Business,1569,3,2,1,3,neutral or dissatisfied
3062,Female,13,Eco,340,4,3,1,4,neutral or dissatisfied
30122,Female,67,Eco,261,5,1,2,4,neutral or dissatisfied
80495,Male,34,Business,1749,5,4,4,3,satisfied
26671,Female,13,Eco,515,3,4,4,3,neutral or dissatisfied
731,Female,22,Business,164,4,1,2,4,neutral or dissatisfied
118443,Male,42,Business,1847,4,5,4,3,satisfied
74840,Female,41,Eco,1797,5,5,5,5,neutral or dissatisfied
38635,Female,55,Business,2704,5,4,3,1,satisfied
100330,Male,28,Business,3486,4,4,4,4,neutral or dissatisfied
23823,Female,65,Eco,438,5,1,4,3,neutral or dissatisfied
18982,Female,26,Business,451,3,4,2,3,neutral or dissatisfied
56654,Male,18,Eco,937,2,1,4,2,satisfied
84185,Male,47,Business,3675,3,2,2,2,neutral or dissatisfied
89420,Male,25,Eco,151,1,1,4,1,neutral or dissatisfied
95246,Male,52,Eco,323,2,4,1,2,neutral or dissatisfied
22249,Female,42,Business,3694,5,5,3,5,satisfied
99571,Male,45,Business,3146,5,4,3,4,satisfied
121789,Male,45,Business,449,2,4,5,5,satisfied
99695,Male,52,Eco,442,5,2,2,5,neutral or dissatisfied
47115,Female,39,Business,384,4,4,1,4,satisfied
21283,Male,27,Business,620,5,1,4,5,satisfied
98944,Male,52,Eco,479,2,1,4,2,neutral or dissatisfied
15187,Male,44,Eco,544,5,5,2,5,satisfied
21680,Female,48,Eco,746,3,3,2,1,neutral or dissatisfied
114299,Female,41,Eco,948,5,1,3,5,
79842,Male,36,Business,950,5,3,5,5,neutral or dissatisfied
108494,Female,50,Business,1961,2,4,4,5,satisfied
105972,Female,59,Business,829,2,5,3,4,satisfied
92162,Female,60,Business,1979,5,5,3,5,satisfied
117192,Male,29,Eco,646,3,2,3,3,neutral or dissatisfied
11328,Male,46,Eco,517,3,3,5,3,neutral or dissatisfied
15241,Male,27,Eco,416,5,2,4,5,satisfied
42106,Male,33,Business,2251,4,1,4,4,satisfied
31179,Male,57,Eco,1620,4,3,2,4,neutral or dissatisfied
21355,Male,15,Eco,674,2,2,3,3,neutral or dissatisfied
43298,Female,41,Business,358,4,3,2,4,neutral or dissatisfied
94979,Male,20,Business,2916,1,4,2,1,neutral or dissatisfied
54104,Female,34,Eco Plus,1416,2,2,2,2,neutral or dissatisfied
109962,Male,21,Eco,1073,4,4,3,4,neutral or dissatisfied
5914,Male,36,Eco,67,3,3,4,3,satisfied
64555,Male,53,Business,247,3,5,4,5,satisfied
47398,Female,23,Eco,584,3,3,2,3,neutral or dissatisfied
17838,Female,51,Eco Plus,1214,4,4,3,3,satisfied
8505,Female,48,Business,3628,3,5,3,5,satisfied
30669,Male,41,Eco Plus,533,4,4,1,4,neutral or dissatisfied
15111,Male,57,Eco,912,5,4,3,5,satisfied
58928,Male,16,Eco,888,2,5,5,2,satisfied
64926,Male,17,Eco,247,2,3,4,2,neutral or dissatisfied
21043,Male,53,Business,2228,4,5,1,4,satisfied
128495,Male,16,Eco,325,4,4,4,4,neutral or dissatisfied
302,Male,52,Business,821,5,5,3,4,satisfied
80508,Male,52,Business,1749,2,4,1,2,neutral or dissatisfied
2707,Female,14,Eco,562,1,3,4,1,neutral or dissatisfied
37738,Female,8,Eco,1053,5,4,3,5,neutral or dissatisfied
68711,Female,42,Eco,237,1,2,3,2,neutral or dissatisfied
98547,Female,51,Eco Plus,402,2,3,3,3,neutral or dissatisfied
45194,Male,36,Eco,1037,4,5,2,4,neutral or dissatisfied
91576,Female,40,Eco,723,2,1,3,2,neutral or dissatisfied
128066,Male,7,Business,2860,3,1,4,4,neutral or dissatisfied
84962,Female,60,Eco Plus,534,4,1,5,5,neutral or dissatisfied
106139,Female,19,Eco,302,4,3,2,4,neutral or dissatisfied
79238,Male,46,Business,1598,4,2,5,4,satisfied
62779,Male,34,Eco,2399,2,3,3,2,neutral or dissatisfied
92689,Female,35,Eco,507,1,5,5,1,satisfied
308,Female,56,Business,853,4,4,4,3,satisfied
126312,Male,30,Eco,590,2,1,4,2,neutral or dissatisfied
14968,Male,38,Eco,1020,4,5,5,4,satisfied
42594,Male,48,Eco,1201,4,4,2,4,neutral or dissatisfied
103733,Female,28,Eco,251,5,4,3,5,neutral or dissatisfied
16773,Female,40,Business,569,3,5,4,3,satisfied
9465,Male,19,Eco,288,5,2,3,5,neutral or dissatisfied
121617,Male,53,Eco,1095,4,3,2,4,neutral or dissatisfied
3844,Male,22,Eco,650,4,3,4,4,neutral or dissatisfied
81019,Male,31,Business,1399,1,3,1,1,neutral or dissatisfied
74542,Male,29,Business,1171,4,3,3,4,satisfied
105662,Male,40,Business,787,3,4,5,4,satisfied
69025,Female,51,Business,1389,3,4,5,4,satisfied
62878,Female,45,Eco,2218,3,3,4,3,neutral or dissatisfied
